text,label
"We've poured $20k and three months into {project}, we have to proceed with the plan now or it's all wasted.",Sunk Cost Fallacy
"Based on the discussion, I know the website redesign is struggling, but think of the a huge amount of resources invested. Let's add more resources.",Sunk Cost Fallacy
Let's use 1.5 million as the starting point for our discussion on {topic}.,Anchoring Bias
Remembering {person}'s story about team performance makes this seem more likely than it probably is.,Availability Heuristic
Please review the document outlining the strategy for {product}.,Neutral
Let's focus on the data points that reinforce our belief in {product}'s success.,Confirmation Bias
The current budget allocation for the research phase is {number}.,Neutral
"Thinking about it, This new data perfectly aligns with my hypothesis about {topic}. What do you think?",Confirmation Bias
"Based on the discussion, Person feels we must continue the international expansion because of the past {effort}, despite the poor outlook.",Sunk Cost Fallacy
Remembering {person}'s story about AI ethics makes this seem more likely than it probably is.,Availability Heuristic
Market research indicates potential challenges in {topic}.,Neutral
"The initial projection was {number}. Even though things changed, it's hard to ignore that figure.",Anchoring Bias
I specifically looked for information proving team performance and found plenty.,Confirmation Bias
Let's use six figures as the starting point for our discussion on {topic}.,Anchoring Bias
I keep thinking about {event}; it must be a bigger risk than the data suggests for {project}.,Availability Heuristic
"Thinking about it, My first impression, based on the 20% figure, strongly influences my view of {topic}.",Anchoring Bias
"As our client and I suspected, team performance is {opinion}. The evidence we gathered supports this. What do you think?",Confirmation Bias
I specifically looked for information proving product viability and found plenty.,Confirmation Bias
"As our client and I suspected, customer retention is {opinion}. The evidence we gathered supports this.",Confirmation Bias
Market research indicates potential challenges in {topic}.,Neutral
Remembering {person}'s story about customer retention makes this seem more likely than it probably is.,Availability Heuristic
"My gut feeling, likely influenced by the recent {event}, tells me to {action}.",Availability Heuristic
"Thinking about it, It feels wrong to stop Project Phoenix after all the {effort}. We need to justify the initial decision. This needs careful consideration.",Sunk Cost Fallacy
"My gut feeling, likely influenced by the recent {event}, tells me to {action}.",Availability Heuristic
I keep thinking about {event}; it must be a bigger risk than the data suggests for {project}.,Availability Heuristic
It feels wrong to stop Project Phoenix after all the {effort}. We need to justify the initial decision.,Sunk Cost Fallacy
"Person feels we must continue our main initiative because of the past {effort}, despite the poor outlook.",Sunk Cost Fallacy
"We've poured a huge amount of resources into {project}, we have to pivot our strategy now or it's all wasted.",Sunk Cost Fallacy
Remembering {person}'s story about investment strategy makes this seem more likely than it probably is.,Availability Heuristic
"My assessment is that They mentioned 500 users first, so anything around that feels acceptable for {project}. What do you think?",Anchoring Bias
This new data perfectly aligns with my hypothesis about {topic}.,Confirmation Bias
The agenda includes reviewing AI ethics and planning for {event}.,Neutral
"Compared to the list price of {number}, the discount makes the legacy system seem like a bargain.",Anchoring Bias
"Thinking about it, We've poured years of effort into {project}, we have to gather more data now or it's all wasted. This needs careful consideration.",Sunk Cost Fallacy
Remembering {person}'s story about investment strategy makes this seem more likely than it probably is.,Availability Heuristic
The quarterly report shows a 500 users change in {topic}.,Neutral
"Thinking about it, Let's focus on the data points that reinforce our belief in {product}'s success.",Confirmation Bias
"Based on the discussion, This new data perfectly aligns with my hypothesis about {topic}.",Confirmation Bias
"My assessment is that That one vivid example of marketing automation tool failing makes me hesitant, despite the stats. This needs careful consideration.",Availability Heuristic
"That one vivid example of the competitor's offering failing makes me hesitant, despite the stats.",Availability Heuristic
Remembering {person}'s story about customer retention makes this seem more likely than it probably is.,Availability Heuristic
The agenda includes reviewing customer retention and planning for {event}.,Neutral
We're pot-committed to customer retention after spending {amount}.,Sunk Cost Fallacy
"Ignoring the contradictory results, the overall picture confirms my view on {topic}.",Confirmation Bias
"After hearing about that viral campaign from {person}, I'm really concerned it could happen to us.",Availability Heuristic
